,year,type,country,activity,age,species_,mes,fatal,sex,especie_tiburon,age_ok
1575,0,Unprovoked,new zealand,,nan,,,Y,M,,
1576,0,Unprovoked,,Netting shrimp,nan,,,N,F,,
1577,0,Unprovoked,vietnam,Bathing,nan,,,N,M,,
1578,0,Unprovoked,sri lanka,Fishing?,nan,,,N,M,,
1579,0,Unprovoked,venezuela,Spearfishing ,nan,said to involve 2.5 m hammerhead sharks,,Y,M,Unspecified,
1580,0,Unprovoked,usa,Wade-fishing,nan,,,N,M,,
1581,0,Unprovoked,greece,Free diving for sponges,nan,,,Y,M,,
1582,0,Boat,mozambique,Fishing,nan,Whale shark,,N,,Unspecified,
1583,0,Unprovoked,south africa,Swimming,nan,,,Y,M,,
1584,0,Unprovoked,australia,Helmet diving,nan,Tiger shark,,N,M,Tiger shark,
1585,0,Unprovoked,bahrein,Pearl diving,nan,Tiger shark,,Y,M,Tiger shark,
1586,0,Unprovoked,bahamas,Spearfishing ,nan,1.8 m [6'] shark,,N,M,Unspecified,
1587,0,Unprovoked,usa,Kitesurfing,nan,,,N,M,,
1588,0,Unprovoked,reunion,yachtsman in a zodiac,nan,,,N,M,,
1589,0,Unprovoked,solomon islands,Diving,nan,,,N,M,,
1590,0,Unprovoked,korea,Diving,nan,,,Y,F,,
1591,0,Unprovoked,french polynesia,Fishing,nan,,,N,M,,
1592,0,Unprovoked,sudan,Diving,nan,Silvertip shark,,N,M,Unspecified,
1593,0,Unprovoked,vanuatu,,nan,,,Y,F,,
1594,0,Provoked,vanuatu,Attempting to drive shark from area,nan,A large hammerhead shark,,N,M,Unspecified,
1595,0,Unprovoked,iran,,nan,Bull shark,,N,M,Bull shark,
1596,0,Provoked,usa,Skin diving. Grabbed shark's tail; shark turned & grabbed diver's ankle & began towing him to deep water,19,"Nurse shark, 2.1 m [7'] ",,N,M,Unspecified,19
1597,0,Invalid,papua new guinea,Scuba diving,nan,Questionable,,Y,M,Unspecified,
1598,0,Unprovoked,red sea?,Free diving,nan,,,N,F,,
1599,0,Unprovoked,south africa,Crossing river on a raft,nan,,,Y,M,,
1600,0,Unprovoked,usa,"Free diving, collecting sand dollars",nan,"Shovelnose guitarfish, adult male ",,N,M,Unspecified,
1602,0,Invalid,usa,Diving,nan,Invalid,,,M,Unspecified,
1603,0,Unprovoked,usa,Canoeing,nan,,,Y,M,,
1604,0,Unprovoked,mediterranean sea,,nan,,,Y,M,,
1605,0,Unprovoked,australia,Diving for trochus,nan,0.9 m [3'] shark,,N,M,Unspecified,
1606,0,Unprovoked,australia,Pearl diving,nan,,,N,M,,
1607,0,Unprovoked,singapore,Swimming,nan,,,N,,,
1608,0,Unprovoked,fiji,Spearfishing ,27,1.8 m [6'] shark,,N,M,Unspecified,27
1609,0,Unprovoked,mozambique,Skindiving,36,"""A pack of sharks""",,N,M,Unspecified,36
1610,0,Unprovoked,seychelles,Swimming from capsized pirogue,nan,Tiger shark,,Y,M,Tiger shark,
1611,0,Unprovoked,iraq,Fishing from a small boat & put his hand in the water while holding a dead fish,25,,,N,M,,25
1612,0,Unprovoked,iraq,Swimming naked near a date palm where many dates fell into the water,6,Bull shark,,N,M,Bull shark,6
1613,0,Unprovoked,iraq,Swimming in section of river used for washing clothes & cooking utensils,16,Bull shark,,N,M,Bull shark,16
1614,0,Unprovoked,bahamas,,nan,"White shark, 7' to 8'",,N,M,White shark,
1615,0,Unprovoked,usa,,nan,"White shark, 1,900-lb ",,N,F,White shark,
1616,0,Unprovoked,bermuda,Spearfishing ,nan,,,N,M,,
1617,0,Unprovoked,fiji,Swimming with fish attached to  belt,nan,,,N,F,,
1618,0,Unprovoked,madagascar,Bathing,nan,,,Y,M,,
1619,0,Unprovoked,usa,Standing,nan,,,N,M,,
1620,0,Provoked,bahamas,Testing movie camera in full diving dress,nan,"Nurse shark, 2.1 m [7']",,N,M,Unspecified,
1621,0,Unprovoked,indonesia,Swimming near anchored ship,nan,,,Y,M,,
1622,0,Unprovoked,india,,nan,,,Y,M,,
1623,0,Unprovoked,nicaragua,Lashing logs together when he fell into the water,nan,"Bull shark caught, leg recovered & buried beside the man's body",,Y,M,Bull shark,
1624,0,Provoked,cuba,"Shark fishing, knocked overboard",50,,,Y,M,,50
1625,0,Unprovoked,marshall islands,Swimming,nan,,,N,M,,
1626,0,Unprovoked,kiribati,Diving,nan,,,N,M,,
1627,0,Unprovoked,north pacific ocean,"Fishing, wading with string of fish",nan,,,N,M,,
1628,0,Unprovoked,kiribati,,nan,,,Y,M,,
1629,0,Sea Disaster,,A group of survivors on a raft for 17-days,nan,1.2 m [4'] shark,,Y,,Unspecified,
1630,0,Unprovoked,solomon islands,Floating on his back,nan,,,N,M,,
1631,0,Unprovoked,australia,Free diving,nan,,,N,M,,
1632,0,Unprovoked,iran,Fishing in ankle-deep water,nan,,,Y,M,,
1633,0,Unprovoked,iran,,nan,,,Y,M,,
1634,0,Unprovoked,iran,"Standing, washing rear wheels of his ambulance in ankle-deep water",nan,,,Y,M,,
1635,0,Unprovoked,iraq,Swimming,13 or 14,Bull shark,,Y,M,Bull shark,13
1636,0,Unprovoked,saudi arabia,Diving,nan,"""a black-tipped shark""",,Y,M,Unspecified,
1637,0,Unprovoked,saudi arabia,Diving,nan,6' shark,,N,M,Unspecified,
1638,0,Unprovoked,saudi arabia,Diving,nan,,,N,M,,
1639,0,Sea Disaster,pacific ocean,,nan,,,Y,M,,
1640,0,Provoked,burma,Carrying a supposedly dead shark by its mouth,nan,,,N,M,,
1641,0,Sea Disaster,papua new guinea,Spent 8 days in dinghy,nan,,,N,M,,
1642,0,Sea Disaster,papua new guinea,"Aircraft ditched in the sea, swimming ashore",nan,,,N,M,,
1643,0,Unprovoked,burma,Bathing,nan,,,Y,M,,
1644,0,Boat,italy,Wooden fishing boat,nan,White shark,,N,M,White shark,
1645,0,Unprovoked,greece,Sponge diving,nan,,,N,M,,
1646,0,Unprovoked,belize,Standing,16,12' tiger shark,,Y,M,Unspecified,16
1647,0,Unprovoked,australia,,nan,,,,M,,
1648,0,Unprovoked,reunion,Swimming,nan,,,Y,,,
1649,0,Unprovoked,south africa,Wading,nan,,,N,F,,
1651,0,Unprovoked,south africa,Swimming in pool formed by construction of a wharf,nan,,,Y,M,,
1652,0,Unprovoked,australia,,nan,,,Y,M,,
1653,0,Unprovoked,usa,Fishing,nan,,,N,M,,
1654,0,Unprovoked,vietnam,Swimming around anchored ship,nan,,,N,M,,
1655,0,Unprovoked,south africa,Crew swimming alongside their anchored ship,nan,,,Y,M,,
1656,0,Unprovoked,south africa,4 men were bathing,nan,,,Y,M,,
1657,0,Unprovoked,fiji,Wreck of  large double sailing canoe,nan,,,Y,,,
1659,0,Unprovoked,south africa,Fishing,nan,,,Y,M,,
1660,0,Unprovoked,south africa,Wading,nan,,,Y,M,,
1661,0,Unprovoked,asia?,Swimming,nan,,,N,M,,
1662,0,Unprovoked,usa,,nan,,,N,F,,
1663,0,Unprovoked,australia,Fishing,nan,Blue pointer,,Y,M,Unspecified,
1665,0,Unprovoked,australia,Fishing,nan,Blue pointers,,Y,M,Unspecified,
1666,0,Unprovoked,australia,Swimming,nan,Said to involve a grey nurse shark that leapt out of the water and  seized the boy but species identification is questionable,,Y,M,Unspecified,
1667,0,Unprovoked,australia,Diving,nan,,,Y,M,,
1668,0,Unprovoked,australia,Pearl diving,nan,,,Y,M,,
1669,0,Unprovoked,usa,Swimming,nan,,,Y,M,,
1670,0,Unprovoked,panama,,nan,,,Y,M,,
1671,0,Unprovoked,ceylon (sri lanka),Swimming,15,,,Y,M,,15
